prediction,rating
3.4467174119885824,0
3.4467174119885824,0
3.36094674556213,0
3.36094674556213,0
3.36094674556213,0
3.36094674556213,0
3.36094674556213,0
3.36094674556213,0
3.36094674556213,8
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,0
3.2273047149894443,8
3.2273047149894443,9
3.1926352128883773,0
3.1926352128883773,0
3.1926352128883773,0
3.1926352128883773,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,0
3.061576763485477,8
3.061576763485477,9
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,0
2.9811614826861828,8
2.9411764705882355,0
2.9411764705882355,0
2.9411764705882355,0
2.9411764705882355,0
2.9411764705882355,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,0
2.898316498316498,8
2.898316498316498,8
2.898316498316498,10
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.811377245508982,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,0
2.799898597262126,8
2.799898597262126,8
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.716519546027743,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.663863337713535,0
2.6577437858508604,0
2.6577437858508604,0
2.6577437858508604,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,0
2.5431612140323216,5
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,0
2.4876314162028446,5
2.4876314162028446,7
2.4876314162028446,8
2.4876314162028446,8
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,0
2.308984270861104,8
2.308984270861104,9
2.308984270861104,9
2.308984270861104,10
1.9185348910640985,0
1.9185348910640985,0
1.9185348910640985,0
1.9185348910640985,0
1.9185348910640985,0
1.9185348910640985,0
1.9185348910640985,0
